PROD_EST,COBERTURA,ANIO,ID_MES,ID_ENTIDAD,VEH_ELECTR,VEH_HIBRIDAS_PLUGIN,VEH_HIBRIDAS,FECHA,MES_NOMBRE,TRIMESTRE,TOTAL_ALT
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,1,0,0,3,2017-01-01,Jan,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,2,0,0,9,2017-01-01,Jan,1,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,3,0,0,2,2017-01-01,Jan,1,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,4,0,0,1,2017-01-01,Jan,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,5,0,0,9,2017-01-01,Jan,1,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,6,0,0,3,2017-01-01,Jan,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,7,0,0,2,2017-01-01,Jan,1,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,8,0,0,4,2017-01-01,Jan,1,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,9,8,63,182,2017-01-01,Jan,1,253
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,10,0,0,7,2017-01-01,Jan,1,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,11,0,1,13,2017-01-01,Jan,1,14
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,12,0,0,1,2017-01-01,Jan,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,13,0,1,5,2017-01-01,Jan,1,6
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,14,15,6,21,2017-01-01,Jan,1,42
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,15,2,5,81,2017-01-01,Jan,1,88
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,16,0,1,8,2017-01-01,Jan,1,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,17,0,4,9,2017-01-01,Jan,1,13
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,18,0,0,0,2017-01-01,Jan,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,19,1,6,16,2017-01-01,Jan,1,23
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,20,0,0,12,2017-01-01,Jan,1,12
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,21,0,3,17,2017-01-01,Jan,1,20
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,22,0,2,15,2017-01-01,Jan,1,17
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,23,0,2,3,2017-01-01,Jan,1,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,24,0,3,5,2017-01-01,Jan,1,8
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,25,0,0,14,2017-01-01,Jan,1,14
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,26,0,0,6,2017-01-01,Jan,1,6
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,27,0,0,3,2017-01-01,Jan,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,28,0,0,5,2017-01-01,Jan,1,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,29,0,0,0,2017-01-01,Jan,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,30,0,0,10,2017-01-01,Jan,1,10
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,31,0,0,5,2017-01-01,Jan,1,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,1,32,0,0,3,2017-01-01,Jan,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,1,0,0,6,2017-02-01,Feb,1,6
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,2,1,0,9,2017-02-01,Feb,1,10
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,3,0,0,1,2017-02-01,Feb,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,4,0,0,2,2017-02-01,Feb,1,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,5,1,0,10,2017-02-01,Feb,1,11
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,6,0,0,5,2017-02-01,Feb,1,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,7,0,0,5,2017-02-01,Feb,1,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,8,0,0,9,2017-02-01,Feb,1,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,9,13,56,234,2017-02-01,Feb,1,303
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,10,0,0,3,2017-02-01,Feb,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,11,0,2,13,2017-02-01,Feb,1,15
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,12,0,0,0,2017-02-01,Feb,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,13,0,0,1,2017-02-01,Feb,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,14,3,4,29,2017-02-01,Feb,1,36
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,15,2,0,124,2017-02-01,Feb,1,126
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,16,0,2,17,2017-02-01,Feb,1,19
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,17,1,4,10,2017-02-01,Feb,1,15
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,18,0,0,0,2017-02-01,Feb,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,19,2,10,32,2017-02-01,Feb,1,44
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,20,0,0,16,2017-02-01,Feb,1,16
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,21,1,4,18,2017-02-01,Feb,1,23
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,22,1,3,12,2017-02-01,Feb,1,16
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,23,0,3,6,2017-02-01,Feb,1,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,24,0,0,12,2017-02-01,Feb,1,12
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,25,1,0,18,2017-02-01,Feb,1,19
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,26,0,1,7,2017-02-01,Feb,1,8
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,27,0,0,1,2017-02-01,Feb,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,28,0,0,3,2017-02-01,Feb,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,29,0,0,3,2017-02-01,Feb,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,30,0,1,15,2017-02-01,Feb,1,16
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,31,0,0,7,2017-02-01,Feb,1,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,2,32,0,0,6,2017-02-01,Feb,1,6
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,1,0,0,5,2017-03-01,Mar,1,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,2,0,0,6,2017-03-01,Mar,1,6
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,3,0,0,3,2017-03-01,Mar,1,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,4,0,0,4,2017-03-01,Mar,1,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,5,0,0,10,2017-03-01,Mar,1,10
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,6,0,0,14,2017-03-01,Mar,1,14
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,7,0,0,8,2017-03-01,Mar,1,8
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,8,0,0,11,2017-03-01,Mar,1,11
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,9,10,67,419,2017-03-01,Mar,1,496
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,10,0,0,2,2017-03-01,Mar,1,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,11,3,4,19,2017-03-01,Mar,1,26
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,12,0,0,5,2017-03-01,Mar,1,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,13,0,0,12,2017-03-01,Mar,1,12
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,14,1,7,61,2017-03-01,Mar,1,69
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,15,1,2,175,2017-03-01,Mar,1,178
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,16,0,1,32,2017-03-01,Mar,1,33
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,17,0,3,16,2017-03-01,Mar,1,19
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,18,0,0,0,2017-03-01,Mar,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,19,1,6,43,2017-03-01,Mar,1,50
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,20,0,0,31,2017-03-01,Mar,1,31
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,21,0,6,30,2017-03-01,Mar,1,36
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,22,1,0,24,2017-03-01,Mar,1,25
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,23,0,0,7,2017-03-01,Mar,1,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,24,1,0,15,2017-03-01,Mar,1,16
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,25,0,0,18,2017-03-01,Mar,1,18
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,26,0,0,11,2017-03-01,Mar,1,11
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,27,0,0,1,2017-03-01,Mar,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,28,0,0,9,2017-03-01,Mar,1,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,29,0,0,4,2017-03-01,Mar,1,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,30,0,0,19,2017-03-01,Mar,1,19
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,31,0,0,10,2017-03-01,Mar,1,10
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,3,32,0,0,2,2017-03-01,Mar,1,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,1,0,0,4,2017-04-01,Apr,2,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,2,0,0,9,2017-04-01,Apr,2,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,3,0,0,4,2017-04-01,Apr,2,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,4,0,0,2,2017-04-01,Apr,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,5,0,0,4,2017-04-01,Apr,2,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,6,0,0,3,2017-04-01,Apr,2,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,7,0,0,4,2017-04-01,Apr,2,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,8,0,0,13,2017-04-01,Apr,2,13
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,9,12,45,365,2017-04-01,Apr,2,422
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,10,0,0,2,2017-04-01,Apr,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,11,0,2,18,2017-04-01,Apr,2,20
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,12,0,0,2,2017-04-01,Apr,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,13,0,0,7,2017-04-01,Apr,2,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,14,1,1,57,2017-04-01,Apr,2,59
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,15,2,2,123,2017-04-01,Apr,2,127
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,16,0,0,30,2017-04-01,Apr,2,30
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,17,0,4,13,2017-04-01,Apr,2,17
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,18,0,0,0,2017-04-01,Apr,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,19,2,3,31,2017-04-01,Apr,2,36
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,20,0,0,24,2017-04-01,Apr,2,24
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,21,2,0,24,2017-04-01,Apr,2,26
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,22,1,2,22,2017-04-01,Apr,2,25
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,23,0,3,4,2017-04-01,Apr,2,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,24,0,1,10,2017-04-01,Apr,2,11
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,25,1,0,13,2017-04-01,Apr,2,14
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,26,0,0,7,2017-04-01,Apr,2,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,27,0,0,3,2017-04-01,Apr,2,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,28,1,0,4,2017-04-01,Apr,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,29,0,0,1,2017-04-01,Apr,2,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,30,0,0,18,2017-04-01,Apr,2,18
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,31,0,0,8,2017-04-01,Apr,2,8
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,4,32,0,0,2,2017-04-01,Apr,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,1,0,0,7,2017-05-01,May,2,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,2,3,0,3,2017-05-01,May,2,6
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,3,0,0,1,2017-05-01,May,2,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,4,0,0,0,2017-05-01,May,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,5,0,0,10,2017-05-01,May,2,10
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,6,0,0,5,2017-05-01,May,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,7,0,0,0,2017-05-01,May,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,8,0,0,5,2017-05-01,May,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,9,12,40,307,2017-05-01,May,2,359
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,10,0,0,2,2017-05-01,May,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,11,1,0,11,2017-05-01,May,2,12
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,12,0,0,5,2017-05-01,May,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,13,0,0,7,2017-05-01,May,2,7
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,14,0,4,107,2017-05-01,May,2,111
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,15,1,10,107,2017-05-01,May,2,118
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,16,0,0,29,2017-05-01,May,2,29
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,17,0,3,6,2017-05-01,May,2,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,18,0,0,0,2017-05-01,May,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,19,2,9,33,2017-05-01,May,2,44
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,20,0,0,16,2017-05-01,May,2,16
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,21,0,1,13,2017-05-01,May,2,14
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,22,0,3,16,2017-05-01,May,2,19
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,23,0,1,2,2017-05-01,May,2,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,24,0,0,1,2017-05-01,May,2,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,25,0,0,9,2017-05-01,May,2,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,26,0,0,5,2017-05-01,May,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,27,0,0,5,2017-05-01,May,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,28,0,0,6,2017-05-01,May,2,6
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,29,0,0,4,2017-05-01,May,2,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,30,0,0,23,2017-05-01,May,2,23
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,31,0,0,10,2017-05-01,May,2,10
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,5,32,0,0,0,2017-05-01,May,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,1,0,0,5,2017-06-01,Jun,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,2,0,0,4,2017-06-01,Jun,2,4
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,3,0,0,3,2017-06-01,Jun,2,3
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,4,0,0,0,2017-06-01,Jun,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,5,0,1,13,2017-06-01,Jun,2,14
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,6,0,0,5,2017-06-01,Jun,2,5
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,7,0,0,1,2017-06-01,Jun,2,1
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,8,0,0,9,2017-06-01,Jun,2,9
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,9,10,47,316,2017-06-01,Jun,2,373
Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos híbridos y eléctricos,Nacional,2017,6,10,0,0,3,2017-06-01,Jun,2,3
